nodeID,drug_name,x_id,cancer_gene,brite,mySamplingNumber,
P61019,AC220,RAB2A,FALSE,Membrane trafficking,37,
P61020,Dabrafenib,RAB5B,FALSE,Membrane trafficking,60,
P61026,GDC-0879;Afatinib;PF-06747775;Savolitinib,RAB10,FALSE,Membrane trafficking,36,
P61081,Afatinib;AZD5582;Savolitinib;PF-06747775;SB590885;IAP_7638;Crizotinib,UBE2M,FALSE,Ubiquitin system,83,
P61088,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638;Crizotinib,UBE2N,FALSE,Ubiquitin system,68,
P61106,Afatinib;PD173074;PF-06747775,RAB14,FALSE,Membrane trafficking,96,
P61158,Crizotinib;Dabrafenib;IAP_7638;AZD5582,ACTR3,FALSE,Membrane trafficking,97,
P61160,Crizotinib;Dabrafenib;IAP_7638;AZD5582,ACTR2,FALSE,Membrane trafficking,31,
P61163,GSK429286A;Afatinib;PF-06747775;AZD5582,ACTR1A,FALSE,Chromosome and associated proteins,46,
P61201,Afatinib,COPS2,FALSE,Ubiquitin system,18,
P61221,Afatinib;AZD5582,ABCE1,FALSE,Ribosome biogenesis,14,
P61225,Afatinib;PF-06747775,RAP2B,FALSE,Exosome,9,
P61247,Afatinib;WEHI-539;PLX-4720;AZD5582,RPS3A,FALSE,Ribosome,84,
P61289,Afatinib,PSME3,FALSE,Proteasome,9,
P61313,AZD5582,RPL15,FALSE,Ribosome,38,
P61353,SB590885,RPL27,FALSE,Ribosome,23,
P61421,Dabrafenib;PLX-4720,ATP6V0D1,FALSE,none,83,
P61457,IAP_7638,PCBD1,FALSE,Exosome,11,
P61513,AZD5582,RPL37A,FALSE,Ribosome,62,
P61586,Dabrafenib;Savolitinib,RHOA,TRUE,Membrane trafficking,13,
P61604,PD173074;PF-06747775,HSPE1,FALSE,Chaperones and folding catalysts,78,
P61619,WEHI-539,SEC61A1,FALSE,Membrane trafficking,13,
P61758,Afatinib;Savolitinib;IAP_7638;Crizotinib,VBP1,FALSE,none,81,
P61764,GDC-0879;Afatinib;PLX-4720;Dabrafenib;Venetoclax;SB590885,STXBP1,FALSE,Membrane trafficking,34,
P61769,AZD5582,B2M,TRUE,Exosome,8,
P61923,Afatinib;Dabrafenib;LIMK1 inhibitor BMS4,COPZ1,FALSE,Membrane trafficking,90,
P61960,Savolitinib;PLX-4720;Dabrafenib;SB590885;Crizotinib,UFM1,FALSE,Ubiquitin system,90,
P61962,Dabrafenib;AZD5582,DCAF7,FALSE,Ubiquitin system,49,
P61964,Dabrafenib;Savolitinib,WDR5,FALSE,Chromosome and associated proteins,32,
P61970,Afatinib;IAP_7638;AZD5582,NUTF2,FALSE,none,32,
P61978,Afatinib;TGX221;WEHI-539;Venetoclax;Ara-G,HNRNPK,FALSE,Spliceosome,28,
P61981,Afatinib;Savolitinib;IAP_7638;AZD5582,YWHAG,FALSE,Protein phosphatases and associated proteins,3,
P62070,Quizartinib,RRAS2,FALSE,Exosome,4,
P62081,Afatinib;WEHI-539;IAP_7638;AZD5582,RPS7,FALSE,Ribosome,23,
P62136,Savolitinib,PPP1CA,FALSE,Protein phosphatases and associated proteins,2,
P62140,IAP_7638;AZD5582,PPP1CB,FALSE,Protein phosphatases and associated proteins,19,
P62191,Afatinib;PLX-4720;Savolitinib,PSMC1,FALSE,Proteasome,41,
P62195,Afatinib;Dabrafenib;PLX-4720;Savolitinib,PSMC5,FALSE,Proteasome,23,
P62241,Afatinib;AZD5582;PD173074;PLX-4720;Dabrafenib;WEHI-539;PF-06747775,RPS8,FALSE,Ribosome,98,
P62244,GSK429286A;Afatinib;AZD5582,RPS15A,FALSE,Ribosome,21,
P62249,Afatinib;GSK429286A,RPS16,FALSE,Ribosome,7,
P62258,Afatinib;IAP_5620;AZD5582;IAP_7638;Crizotinib,YWHAE,FALSE,DNA repair and recombination proteins,62,
P62263,Afatinib;AZD5582;PLX-4720;WEHI-539;Dabrafenib;Crizotinib,RPS14,FALSE,Ribosome,12,
P62266,Afatinib;LIMK1 inhibitor BMS4;IAP_7638;AZD5582,RPS23,FALSE,Ribosome,58,
P62269,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;LIMK1 inhibitor BMS4,RPS18,FALSE,Ribosome,18,
P62273,Afatinib;AZD5582,RPS29,FALSE,Ribosome,29,
P62277,Afatinib;WEHI-539;LIMK1 inhibitor BMS4;AZD5582,RPS13,FALSE,Ribosome,18,
P62280,Afatinib;AZD5582;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,RPS11,FALSE,Ribosome,64,
P62304,AC220,SNRPE,FALSE,Messenger RNA biogenesis,72,
P62306,WH-4-023;TGX221,SNRPF,FALSE,Messenger RNA biogenesis,30,
P62310,TGX221;Savolitinib,300 LSM,FALSE,Messenger RNA biogenesis,99
P62312,TGX221;Crizotinib,600 LSM,FALSE,Messenger RNA biogenesis,61
P62316,WEHI-539;Savolitinib,SNRPD2,FALSE,Spliceosome,17,
P62328,AZD5582,TMSB4X,FALSE,Cytoskeleton proteins,33,
P62333,Afatinib;Savolitinib,PSMC6,FALSE,Proteasome,54,
P62424,SB590885,RPL7A,FALSE,Ribosome,76,
P62495,Afatinib;PF-06747775,ETF1,FALSE,Messenger RNA biogenesis,15,
P62701,Afatinib;WEHI-539;IAP_7638;AZD5582,RPS4X,FALSE,Ribosome,19,
P62714,AC220,PPP2CB,FALSE,Protein phosphatases and associated proteins,47,
P62750,Afatinib;AZD5582;PLX-4720;CAY10566;Dabrafenib;WEHI-539;A-1155463,RPL23A,FALSE,Ribosome,5,
P62753,Afatinib;AZD5582;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;WEHI-539;A-1155463,RPS6,FALSE,Ribosome,80,
P62829,Afatinib;AZD5582;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;WEHI-539;A-1155463;Crizotinib,RPL23,FALSE,Ribosome,7,
P62847,IAP_7638;AZD5582,RPS24,FALSE,Ribosome,17,
P62851,Afatinib;IAP_5620;AZD5582;PLX-4720;IAP_7638,RPS25,FALSE,Ribosome,96,
P62854,Afatinib;Dabrafenib;PLX-4720;AZD5582,RPS26,FALSE,Ribosome,67,
P62857,Afatinib;AZD5582;PLX-4720;WEHI-539;IAP_7638;Crizotinib,RPS28,FALSE,Ribosome,9,
P62873,GSK429286A;Afatinib;PF-06747775;Savolitinib,GNB1,FALSE,Exosome,6,
P62875,Savolitinib,POLR2L,FALSE,Transcription machinery,56,
P62877,Afatinib;Crizotinib,RBX1,FALSE,Ubiquitin system,65,
P62879,SB590885;Savolitinib,GNB2,FALSE,Exosome,87,
P62888,Afatinib;A-1155463;PLX-4720;WEHI-539;LIMK1 inhibitor BMS4,RPL30,FALSE,Ribosome,11,
P62899,Afatinib;A-1155463;AZD5582;PLX-4720;Dabrafenib;IAP_7638,RPL31,FALSE,Ribosome,7,
P62906,Afatinib;AZD5582;LIMK1 inhibitor BMS4;PLX-4720;Dabrafenib;WEHI-539;SB590885;A-1155463,RPL10A,FALSE,Ribosome,51,
P62910,Afatinib;AZD5582;PLX-4720;WEHI-539;Dabrafenib,RPL32,FALSE,Ribosome,80,
P62913,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;PF-06747775,RPL11,FALSE,Ribosome,43,
P62917,SB590885;Afatinib;IAP_7638;AZD5582,RPL8,FALSE,Ribosome,66,
P62942,GDC-0879;PLX-4720;Dabrafenib;SB590885;Crizotinib,FKBP1A,FALSE,Chaperones and folding catalysts,29,
P62993,IAP_5620;IAP_7638;AZD5582,GRB2,FALSE,Membrane trafficking,88,
P62995,CAY10566;Dabrafenib,TRA2B,FALSE,Protein phosphatases and associated proteins,35,
P63000,AC220,RAC1,TRUE,Membrane trafficking,34,
P63010,GDC-0879;WH-4-023;Ponatinib;TGX221;Venetoclax;SB590885;GSK429286A,AP2B1,FALSE,Membrane trafficking,52,
P63027,AZD5582,VAMP2,FALSE,Membrane trafficking,85,
P63151,Afatinib,PPP2R2A,FALSE,Protein phosphatases and associated proteins,19,
P63173,Crizotinib,RPL38,FALSE,Ribosome,44,
P63208,Afatinib,SKP1,FALSE,Membrane trafficking,29,
P63220,Afatinib;Dabrafenib;IAP_7638;AZD5582,RPS21,FALSE,Ribosome,44,
P63241,Afatinib;AZD5582,EIF5A,FALSE,Translation factors,94,
P63244,Afatinib;AZD5582;LIMK1 inhibitor BMS4;WEHI-539;PF-06747775;IAP_7638,RACK1,FALSE,Messenger RNA biogenesis,64,
P63272,Afatinib,SUPT4H1,FALSE,Transcription machinery,93,
P63279,Afatinib;IAP_5620;AZD5582;Venetoclax;IAP_7638;Crizotinib,UBE2I,FALSE,Ubiquitin system,91,
P67809,Afatinib;AZD5582;PD173074;WEHI-539;PF-06747775;GSK429286A,YBX1,FALSE,Transcription factors,26,
P67870,Afatinib,CSNK2B,FALSE,Ribosome biogenesis,41,
P68036,SB590885;Afatinib;GDC-0879,UBE2L3,FALSE,Ubiquitin system,75,
P68366,IAP_7638,TUBA4A,FALSE,Messenger RNA biogenesis,13,
P68371,Savolitinib;IAP_7638;AZD5582,TUBB4B,FALSE,Chromosome and associated proteins,34,
P68400,LIMK1 inhibitor BMS4;Ara-G,CSNK2A1,FALSE,Protein kinases,53,
P68402,Afatinib;IAP_7638;Savolitinib,PAFAH1B2,FALSE,Enzymes,83,
P78318,Savolitinib,IGBP1,FALSE,Protein phosphatases and associated proteins,32,
P78371,Afatinib;IAP_5620;IAP_7638;AZD5582,CCT2,FALSE,Chaperones and folding catalysts,4,
P78417,Afatinib;GDC-0879;AZD5582;PLX-4720;Dabrafenib;SB590885;LIMK1 inhibitor BMS4,GSTO1,FALSE,Transporters,82,
P78527,Venotoclax;Venetoclax;Savolitinib,PRKDC,FALSE,Protein kinases,38,
P78536,Afatinib,ADAM17,FALSE,Peptidases and inhibitors,52,
P80303,WEHI-539;Ara-G,NUCB2,FALSE,Membrane trafficking,33,
P82650,SB590885;Afatinib,MRPS22,FALSE,Ribosome,19,
P82673,Afatinib;Savolitinib;PD173074;AZD6094;PF-06747775;SB590885;AZD4547,MRPS35,FALSE,Ribosome,32,
P82675,Afatinib;PF-06747775;Savolitinib,MRPS5,FALSE,Ribosome,17,
P82909,PD173074,MRPS36,FALSE,Ribosome,12,
P82912,SB590885;Afatinib,MRPS11,FALSE,Ribosome,9,
P82914,Afatinib;Savolitinib,MRPS15,FALSE,Ribosome,68,
P82930,SB590885;Afatinib;Savolitinib,MRPS34,FALSE,Ribosome,82,
P82932,Afatinib;PF-06747775,MRPS6,FALSE,Ribosome,23,
P82933,SB590885;Afatinib;PF-06747775,MRPS9,FALSE,Ribosome,91,
P82970,Savolitinib,HMGN5,FALSE,Chromosome and associated proteins,97,
P82979,Afatinib;AZD5582;TGX221;AC220;IAP_7638,SARNP,FALSE,Messenger RNA biogenesis,76,
P83111,GSK429286A,LACTB,FALSE,Peptidases and inhibitors,49,
P83731,Afatinib;AZD5582;PLX-4720;Dabrafenib;WEHI-539;IAP_7638,RPL24,FALSE,Ribosome,20,
P83916,Afatinib;Dabrafenib;Venetoclax;IAP_7638;Ara-G,CBX1,FALSE,Chromosome and associated proteins,73,
P84090,Dabrafenib;Savolitinib,ERH,FALSE,none,54,
P84095,Dabrafenib;Venetoclax,RHOG,FALSE,Exosome,35,
P84098,Afatinib;CAY10566;WEHI-539;AZD5582,RPL19,FALSE,Ribosome,34,
P84103,Dabrafenib;Savolitinib,SRSF3,FALSE,Spliceosome,100,
P84157,Afatinib,MXRA7,FALSE,none,68,
P85037,AZD5582,FOXK1,FALSE,Transcription factors,20,
P98175,Dabrafenib,RBM10,TRUE,Spliceosome,94,
P98179,Afatinib;Savolitinib,RBM3,FALSE,Spliceosome,69,
Q00059,Afatinib;PF-06747775;Savolitinib,TFAM,FALSE,Mitochondrial biogenesis,51,
Q00325,Crizotinib,SLC25A3,FALSE,Transporters,25,
Q00535,SB590885;Afatinib;Dabrafenib;PLX-4720,CDK5,FALSE,Protein kinases,53,
Q00577,Afatinib;Dabrafenib,PURA,FALSE,Transcription factors,40,
Q00587,Afatinib,CDC42EP1,FALSE,none,80,
Q00610,BIX-02188;IAP_7638;AZD5582,CLTC,FALSE,Membrane trafficking,42,
Q00613,Crizotinib,HSF1,FALSE,Transcription factors,24,
Q00688,Crizotinib;Afatinib;IAP_7638;AZD5582,FKBP3,FALSE,Chaperones and folding catalysts,82,
Q00765,Afatinib;IAP_5620;AZD5582;Venetoclax;Lapatinib,REEP5,FALSE,Exosome,74,
Q00796,IAP_5620;IAP_7638;AZD5582,SORD,FALSE,Enzymes,5,
Q00839,Dabrafenib;PLX-4720;Savolitinib,HNRNPU,FALSE,Spliceosome,66,
Q00978,TL-2-105,IRF9,FALSE,Transcription factors,93,
Q01105,AC220;IAP_7638;Crizotinib,SET,FALSE,Chromosome and associated proteins,61,
Q01167,AC220;Imatinib,FOXK2,FALSE,Transcription factors,8,
Q01469,SB590885;GDC-0879;Savolitinib;AZD5582,FABP5,FALSE,none,25,
Q01484,SB590885,ANK2,FALSE,Cytoskeleton proteins,13,
Q01518,Afatinib;PLX-4720;Dabrafenib;PF-06747775;LIMK1 inhibitor BMS4;Crizotinib,CAP1,FALSE,Membrane trafficking,19,
Q01650,Afatinib;Cetuximab;PF-06747775,SLC7A5,FALSE,Transporters,40,
Q01658,Afatinib;PF-06747775,DR1,FALSE,Transcription machinery,78,
Q01813,Afatinib;Dabrafenib;PF-06747775;GSK429286A,PFKP,FALSE,Protein phosphatases and associated proteins,81,
Q01970,WEHI-539;IAP_7638;AZD5582,PLCB3,FALSE,Membrane trafficking,74,
Q01995,Afatinib,TAGLN,FALSE,Membrane trafficking,56,
Q02040,Dabrafenib;PLX-4720,AKAP17A,FALSE,Spliceosome,95,
Q02218,Afatinib;Savolitinib;AZD5582;PF-06747775;IAP_7638;Ara-G,OGDH,FALSE,Enzymes,6,
Q02252,SB590885;Dabrafenib;PLX-4720,ALDH6A1,FALSE,Enzymes,33,
Q02318,SB590885;Dabrafenib;PLX-4720,CYP27A1,FALSE,Cytochrome P450,85,
Q02543,SB590885;Afatinib;GSK429286A;AZD5582,RPL18A,FALSE,Ribosome,34,
Q02750,AZD5582,MAP2K1,TRUE,Protein kinases,17,
Q02809,WH-4-023;A-1155463;AZD5582;TGX221;Ponatinib;PF-06747775;IAP_7638,PLOD1,FALSE,Exosome,70,
Q02878,SB590885;Afatinib;Dabrafenib,RPL6,FALSE,Ribosome,92,
Q02880,AZD6094;Venetoclax;Ara-G;Savolitinib,TOP2B,FALSE,DNA replication proteins,75,
Q02952,PF-06747775,AKAP12,FALSE,none,89,
Q03111,Crizotinib,MLLT1,FALSE,Transcription machinery,86,
Q03135,SB590885;Dabrafenib,CAV1,FALSE,Membrane trafficking,5,
Q03154,SB590885;Dabrafenib;PLX-4720,ACY1,FALSE,Peptidases and inhibitors,83,
Q03252,SB590885;GDC-0879;CAY10566;Dabrafenib,LMNB2,FALSE,Cytoskeleton proteins,73,
Q03518,NVP-BHG712;IAP_7638;AZD5582,TAP1,FALSE,Transporters,56,
Q03519,AZD5582;IAP_7638;Crizotinib,TAP2,FALSE,Transporters,29,
Q04323,Afatinib,UBXN1,FALSE,none,7,
Q04446,Afatinib,GBE1,FALSE,Exosome,65,
Q04695,Afatinib;PF-06747775;Crizotinib,KRT17,FALSE,Cytoskeleton proteins,29,
Q04760,Afatinib;Savolitinib,GLO1,FALSE,Enzymes,72,
Q04837,PD173074,SSBP1,FALSE,DNA replication proteins,87,
Q04912,PD173074,MST1R,FALSE,Protein kinases,87,
Q04917,Afatinib;IAP_7638,YWHAH,FALSE,Protein phosphatases and associated proteins,72,
Q05209,Dabrafenib;PLX-4720,PTPN12,FALSE,Protein phosphatases and associated proteins,49,
Q05519,AC220;Crizotinib,SRSF11,FALSE,Spliceosome,30,
Q05655,SB590885;GDC-0879;Dabrafenib,PRKCD,FALSE,Protein kinases,86,
Q05682,Afatinib;GSK269962A;TGX221;PLX-4720;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,CALD1,FALSE,Cytoskeleton proteins,97,
Q05D32,Ara-G,CTDSPL2,FALSE,Protein phosphatases and associated proteins,6,
Q06124,Afatinib;AZD5582;Dabrafenib;SB590885;AC220;IAP_7638,PTPN11,TRUE,Protein phosphatases and associated proteins,14,
Q06203,Afatinib;TGX221;Venetoclax,PPAT,FALSE,Peptidases and inhibitors,24,
Q06210,Crizotinib;Dabrafenib;IAP_7638;AZD5582,GFPT1,FALSE,Peptidases and inhibitors,99,
Q06546,Afatinib;PF-06747775,GABPA,FALSE,Transcription factors,43,
Q06830,IAP_7638;AZD5582,PRDX1,FALSE,Exosome,52,
Q07020,SB590885;AZD5582,RPL18,FALSE,Ribosome,70,
Q07157,SB590885;GDC-0879;Afatinib;Dabrafenib,TJP1,TRUE,Cytoskeleton proteins,59,
Q07666,Afatinib;TGX221,KHDRBS1,FALSE,Spliceosome,11,
Q07817,Afatinib;WEHI-539;Venetoclax;A-1155463,BCL2L1,FALSE,Protein phosphatases and associated proteins,36,
Q07954,Afatinib;PF-06747775,LRP1,FALSE,Membrane trafficking,74,
Q07955,Dabrafenib;WEHI-539;PLX-4720;Savolitinib,SRSF1,FALSE,Spliceosome,44,
Q07960,Dabrafenib;IAP_7638,ARHGAP1,FALSE,Membrane trafficking,66,
Q08211,Dabrafenib;PLX-4720;Savolitinib,DHX9,TRUE,Spliceosome,88,
Q08379,Afatinib;PF-06747775,GOLGA2,FALSE,Membrane trafficking,54,
Q08380,Afatinib;PF-06747775;GSK429286A,LGALS3BP,FALSE,Exosome,31,
Q08495,Savolitinib,DMTN,FALSE,none,8,
Q08722,Afatinib;IAP_5620;IAP_7638;AZD5582,CD47,FALSE,Cell adhesion molecules,7,
Q08945,Dabrafenib,SSRP1,FALSE,Transcription factors,45,
Q08AG7,SB590885,MZT1,FALSE,Cytoskeleton proteins,100,
Q08J23,AZD5582,NSUN2,FALSE,Transfer RNA biogenesis,47,
Q09028,Afatinib;Ara-G,RBBP4,FALSE,Chromosome and associated proteins,69,
Q09328,WEHI-539,MGAT5,FALSE,Glycosyltransferases,47,
Q09666,Afatinib;TGX221;Venetoclax;SB590885;Ara-G,AHNAK,TRUE,none,100,
Q0VDF9,Savolitinib,HSPA14,FALSE,none,100,
Q10471,WH-4-023,GALNT2,FALSE,Glycosyltransferases,52,
Q10570,Dabrafenib;PLX-4720,CPSF1,FALSE,Transcription machinery,49,
Q10588,WEHI-539,BST1,FALSE,CD molecules,56,
Q10713,Afatinib,PMPCA,FALSE,Peptidases and inhibitors,86,
Q12765,Afatinib;PF-06747775;Crizotinib,SCRN1,FALSE,Peptidases and inhibitors,36,
Q12768,Imatinib,WASHC5,FALSE,Membrane trafficking,26,
Q12769,Savolitinib,NUP160,FALSE,Messenger RNA biogenesis,7,
Q12788,Savolitinib,TBL3,FALSE,Ribosome biogenesis,30,
Q12802,WEHI-539,AKAP13,FALSE,Membrane trafficking,65,
Q12824,Venetoclax;Ara-G;Savolitinib,SMARCB1,TRUE,Protein phosphatases and associated proteins,75,
Q12841,PLX-4720,FSTL1,FALSE,Peptidases and inhibitors,75,
Q12846,SB590885;GDC-0879;IAP_5620;AZD5582,STX4,FALSE,Membrane trafficking,97,
Q12874,TGX221,SF3A3,FALSE,Spliceosome,32,
Q12904,Savolitinib,AIMP1,FALSE,Transfer RNA biogenesis,28,
Q12905,Dabrafenib;Savolitinib,ILF2,FALSE,Spliceosome,98,
Q12907,IAP_5620;AZD5582;Venetoclax;Lapatinib;IAP_7638,LMAN2,FALSE,Membrane trafficking,57,
Q12931,Afatinib;Savolitinib;PF-06747775;SB590885;Ara-G,TRAP1,FALSE,Chaperones and folding catalysts,46,
Q12959,GDC-0879;Afatinib;PLX-4720;Dabrafenib;Cetuximab;SB590885;Lapatinib,DLG1,TRUE,Chromosome and associated proteins,87,
Q12972,AC220,PPP1R8,FALSE,Protein phosphatases and associated proteins,63,
Q13011,PF-06747775,ECH1,FALSE,Enzymes,21,
Q13043,Imatinib,STK4,TRUE,Protein kinases,81,
Q13045,Dabrafenib,FLII,FALSE,none,69,
Q13049,Cabozantinib,TRIM32,FALSE,Ubiquitin system,42,
Q13084,Afatinib;Savolitinib;WEHI-539;SB590885;Ara-G,MRPL28,FALSE,Ribosome,27,
Q13098,Afatinib,GPS1,FALSE,Ubiquitin system,70,
Q13113,SB590885;Savolitinib,PDZK1IP1,FALSE,none,48,
Q13123,Dabrafenib;IAP_7638;AZD5582,IK,FALSE,Spliceosome,10,
Q13126,AZD5582,MTAP,FALSE,Enzymes,63,
Q13131,PD173074,PRKAA1,FALSE,Protein kinases,51,
Q13136,AC220;MCL1_8070,PPFIA1,FALSE,Membrane trafficking,40,
Q13151,PLX-4720;Dabrafenib;TGX221;Venetoclax,HNRNPA0,FALSE,Spliceosome,60,
Q13177,Afatinib;Savolitinib;Crizotinib,PAK2,FALSE,Protein kinases,96,
Q13188,IAP_7638,STK3,FALSE,Protein kinases,88,
Q13190,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638,STX5,FALSE,Membrane trafficking,65,
Q13200,Afatinib;PF-06747775,PSMD2,FALSE,Proteasome,13,
Q13217,Afatinib;AZD5582,DNAJC3,FALSE,Chaperones and folding catalysts,97,
Q13242,Dabrafenib,SRSF9,FALSE,Spliceosome,48,
Q13243,AZD6094,SRSF5,FALSE,Spliceosome,71,
Q13247,WEHI-539,SRSF6,FALSE,Spliceosome,24,
Q13263,PLK4_0066;Venetoclax;IAP_7638;AZD5582,TRIM28,FALSE,Protein kinases,19,
Q13277,SB590885;GDC-0879;Dabrafenib,STX3,FALSE,Membrane trafficking,41,
Q13283,Afatinib;Dabrafenib;PLX-4720;AZD5582,G3BP1,FALSE,Messenger RNA biogenesis,29,
Q13310,Afatinib;PF-06747775,PABPC4,FALSE,Messenger RNA biogenesis,8,
Q13330,Afatinib,MTA1,FALSE,Transcription factors,93,
Q13347,Afatinib;LIMK1 inhibitor BMS4;PLX-4720,EIF3I,FALSE,Translation factors,85,
Q13363,Afatinib;Venetoclax;IAP_7638,CTBP1,FALSE,Membrane trafficking,90,
Q13405,Afatinib;AZD4547;PF-06747775;Savolitinib,MRPL49,FALSE,Ribosome,33,
Q13418,Afatinib;PLX-4720;Dabrafenib;PF-06747775;GSK429286A,ILK,FALSE,Protein kinases,93,
Q13425,TGX221;A-1155463,SNTB2,FALSE,Domain-containing proteins not elsewhere classified,56,
Q13427,Dabrafenib;Savolitinib,PPIG,FALSE,Spliceosome,65,
Q13428,Afatinib,TCOF1,FALSE,Ribosome biogenesis,90,
Q13435,Dabrafenib;Savolitinib,SF3B2,FALSE,Spliceosome,25,
Q13438,PF-06747775,OS9,FALSE,Lectins,13,
Q13439,Dabrafenib;PLX-4720,GOLGA4,FALSE,Membrane trafficking,26,
Q13442,Afatinib;Savolitinib;Crizotinib,PDAP1,FALSE,none,59,
Q13443,SB590885;GDC-0879,ADAM9,FALSE,Peptidases and inhibitors,36,
Q13451,Afatinib,FKBP5,FALSE,Chaperones and folding catalysts,31,
Q13485,IAP_7638;AZD5582,SMAD4,TRUE,none,16,
Q13492,WH-4-023;IAP_7638;TGX221;Venetoclax,PICALM,FALSE,Membrane trafficking,43,
Q13505,Savolitinib,MTX1,FALSE,Mitochondrial biogenesis,64,
Q13509,GDC-0879;Afatinib;Venetoclax;PF-06747775,TUBB3,FALSE,Chromosome and associated proteins,14,
Q13510,GDC-0879;PLX-4720;WEHI-539;Dabrafenib;SB590885,ASAH1,FALSE,Peptidases and inhibitors,98,
Q13523,IAP_5620;IAP_7638;AZD5582,PRPF4B,FALSE,Protein kinases,33,
Q13526,AC220;Afatinib;Savolitinib,PIN1,FALSE,Transcription machinery,11,
Q13561,Afatinib;PF-06747775;IAP_7638,DCTN2,FALSE,Chromosome and associated proteins,83,
Q13564,Afatinib,NAE1,FALSE,Ubiquitin system,77,
Q13573,Dabrafenib;PLX-4720;AZD5582,SNW1,FALSE,Spliceosome,48,
Q13586,Afatinib,STIM1,FALSE,Transporters,64,
Q13595,SB590885;GDC-0879;Dabrafenib;PLX-4720,TRA2A,FALSE,Protein phosphatases and associated proteins,19,
Q13596,GDC-0879;Afatinib;PLX-4720;Dabrafenib;SB590885,SNX1,FALSE,Membrane trafficking,39,
Q13610,Afatinib;PF-06747775,PWP1,FALSE,Ribosome biogenesis,49,
Q13616,Afatinib;PLX-4720,CUL1,FALSE,Ubiquitin system,31,
Q13618,Venetoclax,CUL3,TRUE,Ubiquitin system,34,
Q13619,AZD5582,CUL4A,FALSE,Ubiquitin system,57,
Q13637,Afatinib;LIMK1 inhibitor BMS4,RAB32,FALSE,Membrane trafficking,44,
Q13641,IAP_5620;IAP_7638;AZD5582,TPBG,FALSE,none,65,
Q13724,AZD5582;Savolitinib,MOGS,FALSE,Exosome,25,
Q13740,SB590885,ALCAM,FALSE,Cell adhesion molecules,12,
Q13751,Afatinib,LAMB3,FALSE,none,22,
Q13753,Afatinib;AZD5582,LAMC2,FALSE,none,9,
Q13813,Afatinib;Ara-G,SPTAN1,TRUE,Cytoskeleton proteins,78,
Q13823,SB590885,GNL2,FALSE,Ribosome biogenesis,1,
Q13867,TGX221,BLMH,FALSE,Peptidases and inhibitors,71,
Q13868,SB590885,EXOSC2,FALSE,Messenger RNA biogenesis,9,
Q13885,SB590885;Afatinib;Dabrafenib,TUBB2A,FALSE,Chromosome and associated proteins,39,
Q13907,SB590885,IDI1,FALSE,Enzymes,71,
Q13951,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,CBFB,FALSE,none,92,
Q14008,Afatinib;PF-06747775;GSK429286A,CKAP5,FALSE,Chromosome and associated proteins,99,
Q14011,WH-4-023;Afatinib;TGX221;Venetoclax;IAP_7638,CIRBP,FALSE,Spliceosome,24,
Q14019,Dabrafenib;PLX-4720,COTL1,FALSE,none,33,
Q14108,Dabrafenib,SCARB2,FALSE,none,43,
Q14118,WEHI-539;A-1155463,DAG1,FALSE,none,84,
Q14126,Afatinib;PLX-4720;Dabrafenib;PF-06747775;GSK429286A,DSG2,FALSE,Cell adhesion molecules,54,
Q14134,Idelalisib,TRIM29,FALSE,Ubiquitin system,42,
Q14137,SB590885;Savolitinib,100 BOP,FALSE,Ribosome biogenesis,41
Q14139,AZD5582,UBE4A,FALSE,Ubiquitin system,32,
Q14152,Afatinib;PF-06747775;AZD5582,EIF3A,FALSE,Translation factors,25,
Q14157,Afatinib;IAP_7638;AZD5582,UBAP2L,FALSE,Ubiquitin system,34,
Q14160,Afatinib,SCRIB,FALSE,none,81,
Q14165,Crizotinib,MLEC,FALSE,none,76,
Q14166,SB590885,TTLL12,FALSE,Cytoskeleton proteins,59,
Q14192,TGX221;IAP_7638;AZD5582,FHL2,FALSE,Domain-containing proteins not elsewhere classified,42,
Q14194,TGX221;Venetoclax,CRMP1,FALSE,none,73,
Q14197,Afatinib;Savolitinib;WEHI-539;PF-06747775;SB590885,MRPL58,FALSE,Translation factors,43,
Q14204,Afatinib;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,DYNC1H1,FALSE,Chromosome and associated proteins,66,
Q14232,PD173074,EIF2B1,FALSE,Translation factors,44,
Q14240,Afatinib,EIF4A2,FALSE,Messenger RNA biogenesis,38,
Q14254,SB590885;Savolitinib,FLOT2,FALSE,Membrane trafficking,2,
Q14258,IAP_7638;AZD5582,TRIM25,FALSE,Ubiquitin system,1,
Q14289,Savolitinib,PTK2B,FALSE,Protein kinases,94,
Q14315,Afatinib;TGX221;PF-06747775;GSK429286A,FLNC,FALSE,Cytoskeleton proteins,48,
Q14318,AZD5582,FKBP8,FALSE,Protein phosphatases and associated proteins,65,
Q14320,Afatinib,FAM50A,FALSE,Spliceosome,94,
