nodeID;display name;name;shared name;canonical name;database identifier;description;node type;species;keggID;BRITEClass;number_of_nodes;number_of_edges;average_degree;degree_1_alters;degree_2_alters
144746;atpB;511145.b3738;511145.b3738;P0AB98;511145.b3738;F0 sector of membrane-bound ATP synthase, subunit a, Key component of the proton channel, it plays a direct role in the translocation of protons across the membrane.;protein;Escherichia coli K12;eco:b3738;Photosynthesis proteins;292.0;6444.0;22.068493150684933;35.0;256.0
154577;atpI;511145.b3739;511145.b3739;P0ABC0;511145.b3739;ATP synthase, membrane-bound accessory factor, A possible function for this protein is to guide the assembly of the membrane sector of the ATPase enzyme complex, Belongs to the bacterial AtpI family.;protein;Escherichia coli K12;eco:b3739;Photosynthesis proteins;121.0;2230.0;18.429752066115704;9.0;111.0
144443;rsmG;511145.b3740;511145.b3740;P0A6U5;511145.b3740;16S rRNA m(7)G527 methyltransferase, SAM-dependent, Specifically methylates the N7 position of guanine in position 527 of 16S rRNA. Requires the intact 30S subunit for methylation, Belongs to the methyltransferase superfamily. RNA methyltransferase RsmG family.;protein;Escherichia coli K12;eco:b3740;Ribosome biogenesis;242.0;5631.0;23.268595041322314;7.0;234.0
149393;mnmG;511145.b3741;511145.b3741;P0A6U3;511145.b3741;5-methylaminomethyl-2-thiouridine modification at tRNA U34, NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34.;protein;Escherichia coli K12;eco:b3741;Transfer RNA biogenesis;191.0;2638.0;13.811518324607329;10.0;180.0
144302;mioC;511145.b3742;511145.b3742;P03817;511145.b3742;FMN-binding protein MioC, Probable electron transporter required for biotin synthase activity.;protein;Escherichia coli K12;eco:b3742;none;81.0;353.0;4.3580246913580245;4.0;76.0
144305;asnC;511145.b3743;511145.b3743;P0ACI6;511145.b3743;Transcriptional activator of asnA, Activator of asnA transcription, autogenous regulator of its own transcription, and repressor of the expression of gidA at a post- transcriptional level.;protein;Escherichia coli K12;eco:b3743;Transcription factors;60.0;233.0;3.8833333333333333;6.0;53.0
144284;asnA;511145.b3744;511145.b3744;P00963;511145.b3744;Asparagine synthetase A, May amidate Asp of the extracellular death factor precursor Asn-Asn-Trp-Asp-Asn to generate Asn-Asn-Trp-Asn-Asn.;protein;Escherichia coli K12;eco:b3744;Enzymes;233.0;1713.0;7.351931330472103;18.0;214.0
154583;viaA;511145.b3745;511145.b3745;P0ADN0;511145.b3745;Stimulator of RavA ATPase activity, von Willebrand factor domain protein;protein;Escherichia coli K12;eco:b3745;none;26.0;73.0;2.8076923076923075;3.0;22.0
149276;ravA;511145.b3746;511145.b3746;P31473;511145.b3746;Hexameric AAA+ MoxR family ATPase, putative molecular chaperone, Functions as an ATPase. May play a role in metal insertion (metal-chelatase) or as a chaperone.;protein;Escherichia coli K12;eco:b3746;none;11.0;17.0;1.5454545454545454;3.0;7.0
154580;kup;511145.b3747;511145.b3747;P63183;511145.b3747;Potassium transporter, Responsible for the low-affinity transport of potassium into the cell, with the probable concomitant uptake of protons (symport system). Can also transport cesium, Belongs to the HAK/KUP transporter (TC 2.A.72) family.;protein;Escherichia coli K12;eco:b3747;Transporters;58.0;470.0;8.10344827586207;9.0;48.0
150038;rbsD;511145.b3748;511145.b3748;P04982;511145.b3748;D-ribose pyranase, Catalyzes the interconversion of beta-pyran and beta-furan forms of D-ribose. It also catalyzes the conversion between beta- allofuranose and beta-allopyranose, Belongs to the RbsD / FucU family. RbsD subfamily.;protein;Escherichia coli K12;eco:b3748;Enzymes;93.0;765.0;8.225806451612904;8.0;84.0
150530;rbsA;511145.b3749;511145.b3749;P04983;511145.b3749;D-ribose ABC transporter ATPase, Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system. , Belongs to the ABC transporter superfamily. Ribose importer (TC 3.A.1.2.1) family.;protein;Escherichia coli K12;eco:b3749;Transporters;216.0;1443.0;6.680555555555555;47.0;168.0
154586;rbsC;511145.b3750;511145.b3750;P0AGI1;511145.b3750;D-ribose ABC transporter permease, Part of the ABC transporter complex RbsABC involved in ribose import. Probably responsible for the translocation of the substrate across the membrane.;protein;Escherichia coli K12;eco:b3750;Transporters;213.0;1463.0;6.868544600938967;46.0;166.0
144671;rbsB;511145.b3751;511145.b3751;P02925;511145.b3751;D-ribose ABC transporter periplasmic binding protein, Part of the ABC transporter complex RbsABC involved in ribose import. Binds ribose. Also serves as the primary chemoreceptor for chemotaxis, Belongs to the bacterial solute-binding protein 2 family.;protein;Escherichia coli K12;eco:b3751;Transporters;211.0;1397.0;6.62085308056872;28.0;182.0
145277;rbsK;511145.b3752;511145.b3752;P0A9J6;511145.b3752;Ribokinase, Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5-phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway. , Belongs to the carbohydrate kinase PfkB family. Ribokinase subfamily.;protein;Escherichia coli K12;eco:b3752;Enzymes;245.0;1963.0;8.012244897959183;19.0;225.0
154595;rbsR;511145.b3753;511145.b3753;P0ACQ0;511145.b3753;Transcriptional repressor of ribose metabolism, Transcriptional repressor for the ribose rbsDACBK operon. RbsR binds to a region of perfect dyad symmetry spanning the rbs operon transcriptional start site. The affinity for the rbs operator is reduced by addition of ribose, consistent with ribose being the inducer of the operon.;protein;Escherichia coli K12;eco:b3753;Transcription factors;104.0;817.0;7.855769230769231;6.0;97.0
154592;hsrA;511145.b3754;511145.b3754;P31474;511145.b3754;Putative multidrug or homocysteine efflux system, Putative transport protein (MFS family), high copy suppressor of RspA: relieves RspA-mediated reduction of sigma(S) levels, overexpression also reduces MetE activity, effect proposed to be via an elevation in levels of homocysteine, causing a concomitant increase in homocysteine thiolactone, overexpression has no effect on resistance to a variety of toxic compounds, overexpression has no effect on resistance to a variety of toxic compounds, Belongs to the major facilitator superfamily. EmrB family.;protein;Escherichia coli K12;eco:b3754;none;4.0;3.0;0.75;1.0;2.0
154589;yieP;511145.b3755;511145.b3755;P31475;511145.b3755;Putative transcriptional regulator;protein;Escherichia coli K12;eco:b3755;none;15.0;33.0;2.2;3.0;11.0
154601;yifE;511145.b3764;511145.b3764;P0ADN2;511145.b3764;UPF0438 family protein, Protein involved in regulation of transcription, DNA-dependent, Belongs to the UPF0438 family.;protein;Escherichia coli K12;eco:b3764;none;5.0;4.0;0.8;1.0;3.0
154604;yifB;511145.b3765;511145.b3765;P22787;511145.b3765;Magnesium chelatase family protein and putative transcriptional regulator, Putative 2-component regulator, Belongs to the Mg-chelatase subunits D/I family. ComM subfamily.;protein;Escherichia coli K12;eco:b3765;none;72.0;1390.0;19.305555555555557;5.0;66.0
149345;ilvL;511145.b3766;511145.b3766;P62522;511145.b3766;ilvGEDA operon leader peptide;protein;Escherichia coli K12;eco:b3766;none;17.0;28.0;1.6470588235294117;5.0;11.0
146801;ilvM;511145.b3769;511145.b3769;P0ADG1;511145.b3769;Pseudogene, acetolactate synthase 2 large subunit, valine-insensitive, acetolactate synthase II, large subunit, cryptic, interrupted;protein;Escherichia coli K12;eco:b3769;Enzymes;319.0;3093.0;9.695924764890282;26.0;292.0
144482;ilvE;511145.b3770;511145.b3770;P0AB80;511145.b3770;Branched-chain amino acid aminotransferase, Acts on leucine, isoleucine and valine.;protein;Escherichia coli K12;eco:b3770;Amino acid related enzymes;266.0;2439.0;9.169172932330827;28.0;237.0
149696;ilvD;511145.b3771;511145.b3771;P05791;511145.b3771;Dihydroxyacid dehydratase;protein;Escherichia coli K12;eco:b3771;Enzymes;193.0;1856.0;9.61658031088083;17.0;175.0
146189;ilvA;511145.b3772;511145.b3772;P04968;511145.b3772;L-threonine dehydratase, biosynthetic, Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2- ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA.;protein;Escherichia coli K12;eco:b3772;Enzymes;330.0;2465.0;7.46969696969697;46.0;283.0
154607;ilvY;511145.b3773;511145.b3773;P05827;511145.b3773;Transcriptional activator of ilvC, This protein activates the transcription of the ilvC gene in the presence of acetolactate or acetohydroxybutyrate. IlvY is also a negative regulator of its own expression, Belongs to the LysR transcriptional regulatory family.;protein;Escherichia coli K12;eco:b3773;Transcription factors;25.0;119.0;4.76;1.0;23.0
143675;ilvC;511145.b3774;511145.b3774;P05793;511145.b3774;Ketol-acid reductoisomerase, NAD(P)-binding, Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol-acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3-dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3-hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate. Also able to use 2-ketopantoate, 2-ketoisovalerate, 2-ketovalerate, 2-ketobutyrate, 3-hydroxypyruvate, 3-hydroxy-2-ketobutyrate and pyruvate . ECO:0000269|PubMed:21515217, ECO:0000269|PubMed:2653423,;protein;Escherichia coli K12;eco:b3774;Enzymes;216.0;1808.0;8.37037037037037;24.0;191.0
145475;ppiC;511145.b3775;511145.b3775;P0A9L5;511145.b3775;Peptidyl-prolyl cis-trans isomerase C (rotamase C), PPIases accelerate the folding of proteins. It prefers amino acid residues with hydrophobic side chains like leucine and phenylalanine in the P1 position of the peptides substrates, Belongs to the PpiC/parvulin rotamase family.;protein;Escherichia coli K12;eco:b3775;Chaperones and folding catalysts;31.0;138.0;4.451612903225806;1.0;29.0
146255;rep;511145.b3778;511145.b3778;P09980;511145.b3778;ATP-dependent DNA helicase Rep, Rep helicase is a single-stranded DNA-dependent ATPase involved in DNA replication, it can initiate unwinding at a nick in the DNA. It binds to the single-stranded DNA and acts in a progressive fashion along the DNA in the 3' to 5' direction.;protein;Escherichia coli K12;eco:b3778;DNA repair and recombination proteins;103.0;712.0;6.912621359223301;6.0;96.0
149231;gpp;511145.b3779;511145.b3779;P25552;511145.b3779;Guanosine pentaphosphatase/exopolyphosphatase, Catalyzes the conversion of pppGpp to ppGpp. Guanosine pentaphosphate (pppGpp) is a cytoplasmic signaling molecule which together with ppGpp controls the 'stringent response', an adaptive process that allows bacteria to respond to amino acid starvation, resulting in the coordinated regulation of numerous cellular activities . In vitro, can hydrolyze pppGp . Also has exopolyphosphatase activity, catalyzing the release of orthophosphate by processive hydrolysis of the phosphoanyhydride bonds of polyphosphate chains (1000 residues) .;protein;Escherichia coli K12;eco:b3779;Enzymes;87.0;1636.0;18.804597701149426;4.0;82.0
149321;rhlB;511145.b3780;511145.b3780;P0A8J8;511145.b3780;ATP-dependent RNA helicase, DEAD-box RNA helicase involved in RNA degradation. Has RNA- dependent ATPase activity and unwinds double-stranded RNA. , Belongs to the DEAD box helicase family. RhlB subfamily.;protein;Escherichia coli K12;eco:b3780;Messenger RNA biogenesis;217.0;3152.0;14.525345622119815;15.0;201.0
145145;trxA;511145.b3781;511145.b3781;P0AA25;511145.b3781;Thioredoxin 1, Participates in various redox reactions through the reversible oxidation of its active center dithiol to a disulfide and catalyzes dithiol-disulfide exchange reactions.;protein;Escherichia coli K12;eco:b3781;Chaperones and folding catalysts;247.0;1422.0;5.757085020242915;19.0;227.0
144491;rho;511145.b3783;511145.b3783;P0AG30;511145.b3783;Transcription termination factor, Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA- dependent ATPase activity, and release of the mRNA from the DNA template. RNA-dependent NTPase which utilizes all four ribonucleoside triphosphates as substrates.;protein;Escherichia coli K12;eco:b3783;Transcription machinery;412.0;6880.0;16.699029126213592;33.0;378.0
147680;wecA;511145.b3784;511145.b3784;P0AC78;511145.b3784;UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase, Catalyzes the transfer of the GlcNAc-1-phosphate moiety from UDP-GlcNAc onto the carrier lipid undecaprenyl phosphate (C55-P), yielding GlcNAc-pyrophosphoryl-undecaprenyl (GlcNAc-PP-C55). It is the first lipid-linked intermediate involved in enterobacterial common antigen (ECA) synthesis, and an acceptor for the addition of subsequent sugars to complete the biosynthesis of O-antigen lipopolysaccharide (LPS) in many E.coli O types. The apparent affinity of WecA for the polyisoprenyl phosphate substrates increases with the polyisoprenyl chain length. WecA is unable to utilize dolichyl phosphate (Dol-P).;protein;Escherichia coli K12;eco:b3784;Glycosyltransferases;92.0;610.0;6.630434782608695;17.0;74.0
150710;wzzE;511145.b3785;511145.b3785;P0AG00;511145.b3785;Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein, Modulates the polysaccharide chain length of enterobacterial common antigen (ECA). Required for the assembly of the phosphoglyceride-linked form of ECA (ECA(PG)) and the water-soluble cyclic form of ECA (ECA(CYC)).;protein;Escherichia coli K12;eco:b3785;none;81.0;493.0;6.08641975308642;15.0;65.0
145142;wecB;511145.b3786;511145.b3786;P27828;511145.b3786;UDP-N-acetyl glucosamine-2-epimerase, Catalyzes the reversible epimerization at C-2 of UDP-N- acetylglucosamine (UDP-GlcNAc) and thereby provides bacteria with UDP- N-acetylmannosamine (UDP-ManNAc), the activated donor of ManNAc residues. Also involved in bacteriophage N4 adsorption. ECO:0000269|PubMed:8170390, ECO:0000269|PubMed:8226648,;protein;Escherichia coli K12;eco:b3786;Enzymes;105.0;588.0;5.6;16.0;88.0
143597;wecC;511145.b3787;511145.b3787;P27829;511145.b3787;UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase, Catalyzes the four-electron oxidation of UDP-N-acetyl-D- mannosamine (UDP-ManNAc), reducing NAD(+) and releasing UDP-N- acetylmannosaminuronic acid (UDP-ManNAcA).;protein;Escherichia coli K12;eco:b3787;Enzymes;55.0;368.0;6.6909090909090905;12.0;42.0
144731;rffG;511145.b3788;511145.b3788;P27830;511145.b3788;dTDP-glucose 4,6-dehydratase, Catalyzes the dehydration of dTDP-D-glucose to form dTDP-6- deoxy-D-xylo-4-hexulose via a three-step process involving oxidation, dehydration and reduction, Belongs to the NAD(P)-dependent epimerase/dehydratase family. dTDP-glucose dehydratase subfamily.;protein;Escherichia coli K12;eco:b3788;Enzymes;60.0;350.0;5.833333333333333;16.0;43.0
145715;rffH;511145.b3789;511145.b3789;P61887;511145.b3789;Glucose-1-phosphate thymidylyltransferase, Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis. , Belongs to the glucose-1-phosphate thymidylyltransferase family.;protein;Escherichia coli K12;eco:b3789;Enzymes;111.0;689.0;6.207207207207207;20.0;90.0
146900;wecD;511145.b3790;511145.b3790;P27832;511145.b3790;TDP-fucosamine acetyltransferase, Catalyzes the acetylation of dTDP-fucosamine (dTDP-4-amino- 4,6-dideoxy-D-galactose) to dTDP-Fuc4NAc, which is utilized in the biosynthesis of the enterobacterial common antigen (ECA). , Belongs to the WecD family.;protein;Escherichia coli K12;eco:b3790;Enzymes;57.0;286.0;5.017543859649122;12.0;44.0
147164;wecE;511145.b3791;511145.b3791;P27833;511145.b3791;TDP-4-oxo-6-deoxy-D-glucose transaminase, Catalyzes the synthesis of dTDP-4-amino-4,6-dideoxy-D- galactose (dTDP-Fuc4N) from dTDP-4-keto-6-deoxy-D-glucose (dTDP-D- Glc4O) and L-glutamate.;protein;Escherichia coli K12;eco:b3791;Amino acid related enzymes;92.0;550.0;5.978260869565218;16.0;75.0
154610;wzxE;511145.b3792;511145.b3792;P0AAA7;511145.b3792;O-antigen translocase, Mediates the transbilayer movement of Und-PP-GlcNAc-ManNAcA- Fuc4NAc (lipid III) from the inner to the outer leaflet of the cytoplasmic membrane during the assembly of enterobacterial common antigen (ECA). Required for the assembly of the phosphoglyceride-linked form of ECA (ECA(PG)) and the water-soluble cyclic form of ECA (ECA(CYC)). Could also mediate the translocation of Und-PP-GlcNAc.;protein;Escherichia coli K12;eco:b3792;Transporters;189.0;1796.0;9.502645502645503;27.0;161.0
147002;wzyE;511145.b3793;511145.b3793;P27835;511145.b3793;Putative ECA polysaccharide chain elongation protein, Probably involved in the polymerization of enterobacterial common antigen (ECA) trisaccharide repeat units. Required for the assembly of the phosphoglyceride-linked form of ECA (ECA(PG)) and the water-soluble cyclic form of ECA (ECA(CYC)). , Belongs to the WzyE family.;protein;Escherichia coli K12;eco:b3793;Lipopolysaccharide biosynthesis proteins;181.0;1744.0;9.6353591160221;25.0;155.0
147029;wecG;511145.b3794;511145.b3794;P27836;511145.b3794;UDP-N-acetyl-D-mannosaminuronic acid transferase, Catalyzes the synthesis of Und-PP-GlcNAc-ManNAcA (Lipid II), the second lipid-linked intermediate involved in enterobacterial common antigen (ECA) synthesis.;protein;Escherichia coli K12;eco:b3794;Glycosyltransferases;43.0;247.0;5.744186046511628;11.0;31.0
151253;yifK;511145.b3795;511145.b3795;P27837;511145.b3795;Putative APC family amino acid transporter, Probable amino-acid or metabolite transport protein, Belongs to the amino acid-polyamine-organocation (APC) superfamily.;protein;Escherichia coli K12;eco:b3795;none;1.0;0.0;0.0;0.0;0.0
155330;aslB;511145.b3800;511145.b3800;P25550;511145.b3800;Putative AslA-specific sulfatase-maturating enzyme, Putative arylsulfatase regulator, Protein involved in sulfur metabolic process and protein folding, Belongs to the radical SAM superfamily. Anaerobic sulfatase-maturating enzyme family.;protein;Escherichia coli K12;eco:b3800;none;12.0;16.0;1.3333333333333333;4.0;7.0
148913;aslA;511145.b3801;511145.b3801;P25549;511145.b3801;Putative Ser-type periplasmic non-aryl sulfatase, No E.coli strains have been observed to have an arylsulfatase activity. A 'latent' activity has been observed by heterologous expression of a genomic region linked to tynA, but it does not map near aslA, Belongs to the sulfatase family.;protein;Escherichia coli K12;eco:b3801;none;5.0;4.0;0.8;1.0;3.0
154622;hemY;511145.b3802;511145.b3802;P0ACB7;511145.b3802;Putative protoheme IX synthesis protein, Involved in a late step of protoheme IX synthesis.;protein;Escherichia coli K12;eco:b3802;none;71.0;298.0;4.197183098591549;7.0;63.0
146687;hemX;511145.b3803;511145.b3803;P09127;511145.b3803;Uroporphyrinogen III methylase;protein;Escherichia coli K12;eco:b3803;Enzymes;81.0;326.0;4.0246913580246915;7.0;73.0
149681;hemD;511145.b3804;511145.b3804;P09126;511145.b3804;Uroporphyrinogen III synthase, Catalyzes cyclization of the linear tetrapyrrole, hydroxymethylbilane, to the macrocyclic uroporphyrinogen III. , Belongs to the uroporphyrinogen-III synthase family.;protein;Escherichia coli K12;eco:b3804;Enzymes;222.0;1497.0;6.743243243243243;17.0;204.0
144569;hemC;511145.b3805;511145.b3805;P06983;511145.b3805;Hydroxymethylbilane synthase, Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps.;protein;Escherichia coli K12;eco:b3805;Enzymes;85.0;510.0;6.0;10.0;74.0
149735;cyaA;511145.b3806;511145.b3806;P00936;511145.b3806;Adenylate cyclase, Catalyzes the formation of the second messenger cAMP from ATP. Its transcript is probably degraded by endoribonuclease LS (rnlA), decreasing cAMP levels and the negative regulator Crp-cAMP, which then induces its own transcription again.;protein;Escherichia coli K12;eco:b3806;Enzymes;372.0;3849.0;10.346774193548388;21.0;350.0
145106;cyaY;511145.b3807;511145.b3807;P27838;511145.b3807;Iron-dependent inhibitor of iron-sulfur cluster formation, Involved in iron-sulfur (Fe-S) cluster assembly . May act as a regulator of Fe-S biogenesis (PubMed:19305405, PubMed:21799759, PubMed:25430730). Can bind both Fe(2+) and Fe(3+) ions . In vivo, has a positive effect on Fe-S cluster biogenesis under iron- rich growth conditions . In vitro, can inhibit IscS cysteine desulfurase activity and the formation of Fe-S clusters on IscU . In vitro, in the presence of IscS and cysteine, Fe(3+)-CyaY can be used as an iron donor during Fe-S cluster assembly on the scaffold protein IscU . ECO:0000269|PubMed:17244611, ECO:0000269|PubMed:17651435, ECO:0000269|PubMed:19305405, ECO:0000269|PubMed:21799759,;protein;Escherichia coli K12;eco:b3807;none;60.0;233.0;3.8833333333333333;8.0;51.0
149831;dapF;511145.b3809;511145.b3809;P0A6K1;511145.b3809;Diaminopimelate epimerase, Involved in the succinylase branch of the L-lysine biosynthesis and in the biosynthesis of the pentapeptide incorporated in the peptidoglycan moiety . Catalyzes the stereoinversion of LL-2,6-diaminoheptanedioate (L,L-DAP) to meso- diaminoheptanedioate (meso-DAP) (PubMed:6378903, PubMed:3031013, PubMed:3042781). ECO:0000269|PubMed:3042781, ECO:0000269|PubMed:3283102,;protein;Escherichia coli K12;eco:b3809;Enzymes;132.0;661.0;5.007575757575758;12.0;119.0
154661;yigA;511145.b3810;511145.b3810;P23305;511145.b3810;DUF484 family protein;protein;Escherichia coli K12;eco:b3810;none;43.0;114.0;2.6511627906976742;5.0;37.0
150113;xerC;511145.b3811;511145.b3811;P0A8P6;511145.b3811;Site-specific tyrosine recombinase, Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. Binds cooperatively to specific DNA consensus sequences that are separated from XerD binding sites by a short central region, forming the heterotetrameric XerC-XerD complex that recombines DNA substrates. The complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids at ColE1 xer (or cer) and pSC101 (or psi) sites. In the complex XerC specifically exchanges the top DNA strands (By similarity). ECO:0000269|PubMed:10037776, ECO:0000269|PubMed:7744017,;protein;Escherichia coli K12;eco:b3811;Chromosome and associated proteins;113.0;597.0;5.283185840707965;11.0;101.0
148802;yigB;511145.b3812;511145.b3812;P0ADP0;511145.b3812;5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase, Catalyzes the dephosphorylation of 5-amino-6-(5-phospho-D- ribitylamino)uracil, and thus could be involved in the riboflavin biosynthesis pathway . Is also able to dephosphorylate flavin mononucleotide (FMN) and other phosphoric acid esters . YigB is important for the formation of dormant persister cells . , Belongs to the HAD-like hydrolase superfamily.;protein;Escherichia coli K12;eco:b3812;Enzymes;103.0;330.0;3.203883495145631;12.0;90.0
148136;uvrD;511145.b3813;511145.b3813;P03018;511145.b3813;DNA-dependent ATPase I and helicase II, A helicase with DNA-dependent ATPase activity . Unwinds DNA duplexes with 3' to 5' polarity with respect to the bound strand. Initiates unwinding more efficiently from a nicked substrate than ds duplex DNA . Involved in the post-incision events of nucleotide excision repair and methyl-directed mismatch repair, and probably also in repair of alkylated DNA (Probable).;protein;Escherichia coli K12;eco:b3813;DNA repair and recombination proteins;334.0;4825.0;14.446107784431138;42.0;291.0
150182;corA;511145.b3816;511145.b3816;P0ABI4;511145.b3816;Magnesium/nickel/cobalt transporter, Mediates influx of magnesium ions. Can also mediate cobalt and manganese uptake . Alternates between open and closed states. Activated by low cytoplasmic Mg(2+) levels. Inactive when cytoplasmic Mg(2+) levels are high (By similarity). , Belongs to the CorA metal ion transporter (MIT) (TC 1.A.35) family.;protein;Escherichia coli K12;eco:b3816;Transporters;3.0;2.0;0.6666666666666666;1.0;1.0
154649;yigF;511145.b3817;511145.b3817;P27842;511145.b3817;DUF2628 family putative inner membrane protein;protein;Escherichia coli K12;eco:b3817;none;6.0;7.0;1.1666666666666667;2.0;3.0
154652;yigG;511145.b3818;511145.b3818;P27843;511145.b3818;PRK11371 family inner membrane protein;protein;Escherichia coli K12;eco:b3818;none;48.0;210.0;4.375;5.0;42.0
154643;rarD;511145.b3819;511145.b3819;P27844;511145.b3819;Putative chloramphenical resistance permease, Protein involved in response to drug and chloramphenicol transport;protein;Escherichia coli K12;eco:b3819;Transporters;6.0;7.0;1.1666666666666667;2.0;3.0
149819;yigI;511145.b3820;511145.b3820;P0ADP2;511145.b3820;4HBT thioesterase family protein;protein;Escherichia coli K12;eco:b3820;none;1.0;0.0;0.0;0.0;0.0
145214;pldA;511145.b3821;511145.b3821;P0A921;511145.b3821;Outer membrane phospholipase A, Has broad substrate specificity including hydrolysis of phosphatidylcholine with phospholipase A2 (EC 3.1.1.4) and phospholipase A1 (EC 3.1.1.32) activities. Strong expression leads to outer membrane breakdown and cell death, is dormant in normal growing cells. Required for efficient secretion of bacteriocins.;protein;Escherichia coli K12;eco:b3821;Enzymes;230.0;2459.0;10.691304347826087;14.0;215.0
145919;recQ;511145.b3822;511145.b3822;P15043;511145.b3822;ATP-dependent DNA helicase, Involved in the RecF recombination pathway, its gene expression is under the regulation of the SOS system. It is a DNA helicase, Belongs to the helicase family. RecQ subfamily.;protein;Escherichia coli K12;eco:b3822;Messenger RNA biogenesis;330.0;4321.0;13.093939393939394;47.0;282.0
154631;rhtC;511145.b3823;511145.b3823;P0AG38;511145.b3823;Threonine efflux pump, Conducts the efflux of threonine. , Belongs to the Rht family.;protein;Escherichia coli K12;eco:b3823;Transporters;58.0;335.0;5.775862068965517;3.0;54.0
154628;rhtB;511145.b3824;511145.b3824;P0AG34;511145.b3824;Homoserine, homoserine lactone and S-methyl-methionine efflux pump, Conducts the efflux of homoserine and homoserine lactone. , Belongs to the Rht family.;protein;Escherichia coli K12;eco:b3824;Transporters;5.0;5.0;1.0;2.0;2.0
148712;pldB;511145.b3825;511145.b3825;P07000;511145.b3825;Lysophospholipase L2, Protein involved in phosphorus metabolic process;protein;Escherichia coli K12;eco:b3825;Enzymes;160.0;818.0;5.1125;11.0;148.0
147869;yigL;511145.b3826;511145.b3826;P27848;511145.b3826;Pyridoxal phosphate phosphatase, Catalyzes Strongly the dephosphorylation of pyridoxal- phosphate (PLP) and moderately the dephosphorylation of 2-deoxyglucose 6-phosphate (2bGLU6P) and beta-glucose 6-phosphate (bGlu6P). Also hydrolyzes both purines (GMP and IMP) and pyrimidines as secondary substrates.;protein;Escherichia coli K12;eco:b3826;none;54.0;234.0;4.333333333333333;4.0;49.0
154619;yigM;511145.b3827;511145.b3827;P0ADP5;511145.b3827;Putative inner membrane EamA-like transporter, Uptake of biotin. Acts probably by facilitated diffusion. , Belongs to the drug/metabolite transporter (DMT) superfamily. 10 TMS drug/metabolite exporter (DME) (TC 2.A.7.3) family.;protein;Escherichia coli K12;eco:b3827;none;23.0;48.0;2.0869565217391304;4.0;18.0
150131;metR;511145.b3828;511145.b3828;P0A9F9;511145.b3828;Methionine biosynthesis regulon transcriptional regulator, Control of the last step in methionine biosynthesis, MetR is a positive activator of the metA, metE and metH genes. MetR is also a negative regulator of its own expression. Binds homocysteine as an inducer, Belongs to the LysR transcriptional regulatory family.;protein;Escherichia coli K12;eco:b3828;Transcription factors;144.0;1028.0;7.138888888888889;13.0;130.0
146690;metE;511145.b3829;511145.b3829;P25665;511145.b3829;5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase, Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation.;protein;Escherichia coli K12;eco:b3829;Enzymes;273.0;1942.0;7.113553113553113;23.0;249.0
148709;ysgA;511145.b3830;511145.b3830;P56262;511145.b3830;Putative enzyme;protein;Escherichia coli K12;eco:b3830;Enzymes;4.0;3.0;0.75;1.0;2.0
145517;udp;511145.b3831;511145.b3831;P12758;511145.b3831;Uridine phosphorylase, Catalyzes the reversible phosphorylytic cleavage of uridine and deoxyuridine to uracil and ribose- or deoxyribose-1-phosphate. The produced molecules are then utilized as carbon and energy sources or in the rescue of pyrimidine bases for nucleotide synthesis.;protein;Escherichia coli K12;eco:b3831;Enzymes;160.0;1042.0;6.5125;21.0;138.0
155270;rmuC;511145.b3832;511145.b3832;P0AG71;511145.b3832;DNA recombination protein, Involved in DNA recombination.;protein;Escherichia coli K12;eco:b3832;none;1.0;0.0;0.0;0.0;0.0
