nodeID,drug_name,x_id,cancer_gene,brite
Q01518,Afatinib;PLX-4720;Dabrafenib;PF-06747775;LIMK1 inhibitor BMS4;Crizotinib,CAP1,False,Membrane trafficking
Q01650,Afatinib;Cetuximab;PF-06747775,SLC7A5,False,Transporters
Q01658,Afatinib;PF-06747775,DR1,False,Transcription machinery
Q01813,Afatinib;Dabrafenib;PF-06747775;GSK429286A,PFKP,False,Protein phosphatases and associated proteins
Q01970,WEHI-539;IAP_7638;AZD5582,PLCB3,False,Membrane trafficking
Q01995,Afatinib,TAGLN,False,Membrane trafficking
Q02040,Dabrafenib;PLX-4720,AKAP17A,False,Spliceosome
Q02218,Afatinib;Savolitinib;AZD5582;PF-06747775;IAP_7638;Ara-G,OGDH,False,Enzymes
Q02252,SB590885;Dabrafenib;PLX-4720,ALDH6A1,False,Enzymes
Q02318,SB590885;Dabrafenib;PLX-4720,CYP27A1,False,Cytochrome P450
Q02543,SB590885;Afatinib;GSK429286A;AZD5582,RPL18A,False,Ribosome
Q02750,AZD5582,MAP2K1,True,Protein kinases
Q02809,WH-4-023;A-1155463;AZD5582;TGX221;Ponatinib;PF-06747775;IAP_7638,PLOD1,False,Exosome
Q02878,SB590885;Afatinib;Dabrafenib,RPL6,False,Ribosome
Q02880,AZD6094;Venetoclax;Ara-G;Savolitinib,TOP2B,False,DNA replication proteins
Q02952,PF-06747775,AKAP12,False,none
Q03111,Crizotinib,MLLT1,False,Transcription machinery
Q03135,SB590885;Dabrafenib,CAV1,False,Membrane trafficking
Q03154,SB590885;Dabrafenib;PLX-4720,ACY1,False,Peptidases and inhibitors
Q03252,SB590885;GDC-0879;CAY10566;Dabrafenib,LMNB2,False,Cytoskeleton proteins
Q03518,NVP-BHG712;IAP_7638;AZD5582,TAP1,False,Transporters
Q03519,AZD5582;IAP_7638;Crizotinib,TAP2,False,Transporters
Q04323,Afatinib,UBXN1,False,none
Q04446,Afatinib,GBE1,False,Exosome
Q04695,Afatinib;PF-06747775;Crizotinib,KRT17,False,Cytoskeleton proteins
Q04760,Afatinib;Savolitinib,GLO1,False,Enzymes
Q04837,PD173074,SSBP1,False,DNA replication proteins
Q04912,PD173074,MST1R,False,Protein kinases
Q04917,Afatinib;IAP_7638,YWHAH,False,Protein phosphatases and associated proteins
Q05209,Dabrafenib;PLX-4720,PTPN12,False,Protein phosphatases and associated proteins
Q05519,AC220;Crizotinib,SRSF11,False,Spliceosome
Q05655,SB590885;GDC-0879;Dabrafenib,PRKCD,False,Protein kinases
Q05682,Afatinib;GSK269962A;TGX221;PLX-4720;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,CALD1,False,Cytoskeleton proteins
Q05D32,Ara-G,CTDSPL2,False,Protein phosphatases and associated proteins
Q06124,Afatinib;AZD5582;Dabrafenib;SB590885;AC220;IAP_7638,PTPN11,True,Protein phosphatases and associated proteins
Q06203,Afatinib;TGX221;Venetoclax,PPAT,False,Peptidases and inhibitors
Q06210,Crizotinib;Dabrafenib;IAP_7638;AZD5582,GFPT1,False,Peptidases and inhibitors
Q06546,Afatinib;PF-06747775,GABPA,False,Transcription factors
Q06830,IAP_7638;AZD5582,PRDX1,False,Exosome
Q07020,SB590885;AZD5582,RPL18,False,Ribosome
Q07157,SB590885;GDC-0879;Afatinib;Dabrafenib,TJP1,True,Cytoskeleton proteins
Q07666,Afatinib;TGX221,KHDRBS1,False,Spliceosome
Q07817,Afatinib;WEHI-539;Venetoclax;A-1155463,BCL2L1,False,Protein phosphatases and associated proteins
Q07954,Afatinib;PF-06747775,LRP1,False,Membrane trafficking
Q07955,Dabrafenib;WEHI-539;PLX-4720;Savolitinib,SRSF1,False,Spliceosome
Q07960,Dabrafenib;IAP_7638,ARHGAP1,False,Membrane trafficking
Q08211,Dabrafenib;PLX-4720;Savolitinib,DHX9,True,Spliceosome
Q08379,Afatinib;PF-06747775,GOLGA2,False,Membrane trafficking
Q08380,Afatinib;PF-06747775;GSK429286A,LGALS3BP,False,Exosome
Q08495,Savolitinib,DMTN,False,none
Q08722,Afatinib;IAP_5620;IAP_7638;AZD5582,CD47,False,Cell adhesion molecules
Q08945,Dabrafenib,SSRP1,False,Transcription factors
Q08AG7,SB590885,MZT1,False,Cytoskeleton proteins
Q08J23,AZD5582,NSUN2,False,Transfer RNA biogenesis
Q09028,Afatinib;Ara-G,RBBP4,False,Chromosome and associated proteins
Q09328,WEHI-539,MGAT5,False,Glycosyltransferases
Q09666,Afatinib;TGX221;Venetoclax;SB590885;Ara-G,AHNAK,True,none
Q0VDF9,Savolitinib,HSPA14,False,none
Q10471,WH-4-023,GALNT2,False,Glycosyltransferases
Q10570,Dabrafenib;PLX-4720,CPSF1,False,Transcription machinery
Q10588,WEHI-539,BST1,False,CD molecules
Q10713,Afatinib,PMPCA,False,Peptidases and inhibitors
Q12765,Afatinib;PF-06747775;Crizotinib,SCRN1,False,Peptidases and inhibitors
Q12768,Imatinib,WASHC5,False,Membrane trafficking
Q12769,Savolitinib,NUP160,False,Messenger RNA biogenesis
Q12788,Savolitinib,TBL3,False,Ribosome biogenesis
Q12802,WEHI-539,AKAP13,False,Membrane trafficking
Q12824,Venetoclax;Ara-G;Savolitinib,SMARCB1,True,Protein phosphatases and associated proteins
Q12841,PLX-4720,FSTL1,False,Peptidases and inhibitors
Q12846,SB590885;GDC-0879;IAP_5620;AZD5582,STX4,False,Membrane trafficking
Q12874,TGX221,SF3A3,False,Spliceosome
Q12904,Savolitinib,AIMP1,False,Transfer RNA biogenesis
Q12905,Dabrafenib;Savolitinib,ILF2,False,Spliceosome
Q12907,IAP_5620;AZD5582;Venetoclax;Lapatinib;IAP_7638,LMAN2,False,Membrane trafficking
Q12931,Afatinib;Savolitinib;PF-06747775;SB590885;Ara-G,TRAP1,False,Chaperones and folding catalysts
Q12959,GDC-0879;Afatinib;PLX-4720;Dabrafenib;Cetuximab;SB590885;Lapatinib,DLG1,True,Chromosome and associated proteins
Q12972,AC220,PPP1R8,False,Protein phosphatases and associated proteins
Q13011,PF-06747775,ECH1,False,Enzymes
Q13043,Imatinib,STK4,True,Protein kinases
Q13045,Dabrafenib,FLII,False,none
Q13049,Cabozantinib,TRIM32,False,Ubiquitin system
Q13084,Afatinib;Savolitinib;WEHI-539;SB590885;Ara-G,MRPL28,False,Ribosome
Q13098,Afatinib,GPS1,False,Ubiquitin system
Q13113,SB590885;Savolitinib,PDZK1IP1,False,none
Q13123,Dabrafenib;IAP_7638;AZD5582,IK,False,Spliceosome
Q13126,AZD5582,MTAP,False,Enzymes
Q13131,PD173074,PRKAA1,False,Protein kinases
Q13136,AC220;MCL1_8070,PPFIA1,False,Membrane trafficking
Q13151,PLX-4720;Dabrafenib;TGX221;Venetoclax,HNRNPA0,False,Spliceosome
Q13177,Afatinib;Savolitinib;Crizotinib,PAK2,False,Protein kinases
Q13188,IAP_7638,STK3,False,Protein kinases
Q13190,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638,STX5,False,Membrane trafficking
Q13200,Afatinib;PF-06747775,PSMD2,False,Proteasome
Q13217,Afatinib;AZD5582,DNAJC3,False,Chaperones and folding catalysts
Q13242,Dabrafenib,SRSF9,False,Spliceosome
Q13243,AZD6094,SRSF5,False,Spliceosome
Q13247,WEHI-539,SRSF6,False,Spliceosome
Q13263,PLK4_0066;Venetoclax;IAP_7638;AZD5582,TRIM28,False,Protein kinases
Q13277,SB590885;GDC-0879;Dabrafenib,STX3,False,Membrane trafficking
Q13283,Afatinib;Dabrafenib;PLX-4720;AZD5582,G3BP1,False,Messenger RNA biogenesis
Q13310,Afatinib;PF-06747775,PABPC4,False,Messenger RNA biogenesis
Q13330,Afatinib,MTA1,False,Transcription factors
Q13347,Afatinib;LIMK1 inhibitor BMS4;PLX-4720,EIF3I,False,Translation factors
Q13363,Afatinib;Venetoclax;IAP_7638,CTBP1,False,Membrane trafficking
Q13405,Afatinib;AZD4547;PF-06747775;Savolitinib,MRPL49,False,Ribosome
Q13418,Afatinib;PLX-4720;Dabrafenib;PF-06747775;GSK429286A,ILK,False,Protein kinases
Q13425,TGX221;A-1155463,SNTB2,False,Domain-containing proteins not elsewhere classified
Q13427,Dabrafenib;Savolitinib,PPIG,False,Spliceosome
Q13428,Afatinib,TCOF1,False,Ribosome biogenesis
Q13435,Dabrafenib;Savolitinib,SF3B2,False,Spliceosome
Q13438,PF-06747775,OS9,False,Lectins
Q13439,Dabrafenib;PLX-4720,GOLGA4,False,Membrane trafficking
Q13442,Afatinib;Savolitinib;Crizotinib,PDAP1,False,none
Q13443,SB590885;GDC-0879,ADAM9,False,Peptidases and inhibitors
Q13451,Afatinib,FKBP5,False,Chaperones and folding catalysts
Q13485,IAP_7638;AZD5582,SMAD4,True,none
Q13492,WH-4-023;IAP_7638;TGX221;Venetoclax,PICALM,False,Membrane trafficking
Q13505,Savolitinib,MTX1,False,Mitochondrial biogenesis
Q13509,GDC-0879;Afatinib;Venetoclax;PF-06747775,TUBB3,False,Chromosome and associated proteins
Q13510,GDC-0879;PLX-4720;WEHI-539;Dabrafenib;SB590885,ASAH1,False,Peptidases and inhibitors
Q13523,IAP_5620;IAP_7638;AZD5582,PRPF4B,False,Protein kinases
Q13526,AC220;Afatinib;Savolitinib,PIN1,False,Transcription machinery
Q13561,Afatinib;PF-06747775;IAP_7638,DCTN2,False,Chromosome and associated proteins
Q13564,Afatinib,NAE1,False,Ubiquitin system
Q13573,Dabrafenib;PLX-4720;AZD5582,SNW1,False,Spliceosome
Q13586,Afatinib,STIM1,False,Transporters
Q13595,SB590885;GDC-0879;Dabrafenib;PLX-4720,TRA2A,False,Protein phosphatases and associated proteins
Q13596,GDC-0879;Afatinib;PLX-4720;Dabrafenib;SB590885,SNX1,False,Membrane trafficking
Q13610,Afatinib;PF-06747775,PWP1,False,Ribosome biogenesis
Q13616,Afatinib;PLX-4720,CUL1,False,Ubiquitin system
Q13618,Venetoclax,CUL3,True,Ubiquitin system
Q13619,AZD5582,CUL4A,False,Ubiquitin system
Q13637,Afatinib;LIMK1 inhibitor BMS4,RAB32,False,Membrane trafficking
Q13641,IAP_5620;IAP_7638;AZD5582,TPBG,False,none
Q13724,AZD5582;Savolitinib,MOGS,False,Exosome
Q13740,SB590885,ALCAM,False,Cell adhesion molecules
Q13751,Afatinib,LAMB3,False,none
Q13753,Afatinib;AZD5582,LAMC2,False,none
Q13813,Afatinib;Ara-G,SPTAN1,True,Cytoskeleton proteins
Q13823,SB590885,GNL2,False,Ribosome biogenesis
Q13867,TGX221,BLMH,False,Peptidases and inhibitors
Q13868,SB590885,EXOSC2,False,Messenger RNA biogenesis
Q13885,SB590885;Afatinib;Dabrafenib,TUBB2A,False,Chromosome and associated proteins
Q13907,SB590885,IDI1,False,Enzymes
Q13951,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,CBFB,False,none
Q14008,Afatinib;PF-06747775;GSK429286A,CKAP5,False,Chromosome and associated proteins
Q14011,WH-4-023;Afatinib;TGX221;Venetoclax;IAP_7638,CIRBP,False,Spliceosome
Q14019,Dabrafenib;PLX-4720,COTL1,False,none
Q14108,Dabrafenib,SCARB2,False,none
Q14118,WEHI-539;A-1155463,DAG1,False,none
Q14126,Afatinib;PLX-4720;Dabrafenib;PF-06747775;GSK429286A,DSG2,False,Cell adhesion molecules
Q14134,Idelalisib,TRIM29,False,Ubiquitin system
Q14137,SB590885;Savolitinib,BOP1,False,Ribosome biogenesis
Q14139,AZD5582,UBE4A,False,Ubiquitin system
Q14152,Afatinib;PF-06747775;AZD5582,EIF3A,False,Translation factors
Q14157,Afatinib;IAP_7638;AZD5582,UBAP2L,False,Ubiquitin system
Q14160,Afatinib,SCRIB,False,none
Q14165,Crizotinib,MLEC,False,none
Q14166,SB590885,TTLL12,False,Cytoskeleton proteins
Q14192,TGX221;IAP_7638;AZD5582,FHL2,False,Domain-containing proteins not elsewhere classified
Q14194,TGX221;Venetoclax,CRMP1,False,none
Q14197,Afatinib;Savolitinib;WEHI-539;PF-06747775;SB590885,MRPL58,False,Translation factors
Q14204,Afatinib;PF-06747775;LIMK1 inhibitor BMS4;GSK429286A,DYNC1H1,False,Chromosome and associated proteins
Q14232,PD173074,EIF2B1,False,Translation factors
Q14240,Afatinib,EIF4A2,False,Messenger RNA biogenesis
Q14254,SB590885;Savolitinib,FLOT2,False,Membrane trafficking
Q14258,IAP_7638;AZD5582,TRIM25,False,Ubiquitin system
Q14289,Savolitinib,PTK2B,False,Protein kinases
Q14315,Afatinib;TGX221;PF-06747775;GSK429286A,FLNC,False,Cytoskeleton proteins
Q14318,AZD5582,FKBP8,False,Protein phosphatases and associated proteins
Q14320,Afatinib,FAM50A,False,Spliceosome
Q14331,Pemetrexed,FRG1,False,Spliceosome
Q14444,Afatinib;PLX-4720;AZD5582,CAPRIN1,False,Messenger RNA biogenesis
Q14498,Dabrafenib;TGX221;Venetoclax;Ara-G,RBM39,False,Spliceosome
Q14554,AZD5582;Crizotinib,PDIA5,False,Chaperones and folding catalysts
Q14562,Dabrafenib,DHX8,False,Spliceosome
Q14566,Afatinib;Venetoclax,MCM6,False,DNA replication proteins
Q14573,Afatinib;IAP_5620;IAP_7638;AZD5582,ITPR3,False,Protein phosphatases and associated proteins
Q14574,Afatinib;Capmatinib,DSC3,False,Cell adhesion molecules
Q14651,Savolitinib;Dabrafenib;WEHI-539;PF-06747775;Crizotinib,PLS1,False,Cytoskeleton proteins
Q14653,Savolitinib;Ara-G,IRF3,False,Transcription factors
Q14671,Afatinib,PUM1,False,none
Q14677,AZD5582,CLINT1,False,Membrane trafficking
Q14678,SB590885,KANK1,False,DNA repair and recombination proteins
Q14683,Dabrafenib;Venetoclax;Ara-G,SMC1A,True,Chromosome and associated proteins
Q14687,AZD6094,GSE1,False,none
Q14692,SB590885;Afatinib,BMS1,False,Ribosome biogenesis
Q14694,Afatinib;AZD5582,USP10,False,Peptidases and inhibitors
Q14696,Dabrafenib;PLX-4720,MESD,False,Chaperones and folding catalysts
Q14697,IAP_5620;AZD5582;Savolitinib;PLX-4720;IAP_7638,GANAB,False,Enzymes
Q14739,Dabrafenib;PLX-4720,LBR,False,Chromosome and associated proteins
Q14764,TL-2-105;WEHI-539,MVP,False,Exosome
Q14781,Imatinib,CBX2,False,Chromosome and associated proteins
Q14789,Afatinib;Venetoclax,GOLGB1,False,Membrane trafficking
Q14807,Dabrafenib;AZD5582,KIF22,False,Cytoskeleton proteins
Q14839,Venetoclax;IAP_7638;Ara-G,CHD4,True,Chromosome and associated proteins
Q14847,Crizotinib;IAP_7638;AZD5582,LASP1,False,Domain-containing proteins not elsewhere classified
Q14919,Afatinib;PF-06747775,DRAP1,False,Transcription machinery
Q14956,GDC-0879;NVP-BHG712;PLX-4720;Dabrafenib;SB590885;A-1155463,GPNMB,False,Membrane trafficking
Q14974,Afatinib;PF-06747775,KPNB1,False,Ribosome biogenesis
Q14978,Afatinib;Dabrafenib;TGX221,NOLC1,False,Transcription machinery
Q14980,Dabrafenib;PLX-4720,NUMA1,False,Chromosome and associated proteins
Q14BN4,Afatinib,SLMAP,False,none
Q15003,Afatinib;Savolitinib,NCAPH,False,Chromosome and associated proteins
Q15004,AC220,PCLAF,False,none
Q15005,SB590885,SPCS2,False,Enzymes
Q15006,Afatinib;IAP_5620;AZD5582;IAP_7638;Crizotinib,EMC2,False,Membrane trafficking
Q15007,TGX221,WTAP,False,Messenger RNA biogenesis
Q15014,Afatinib,MORF4L2,False,Chromosome and associated proteins
Q15020,IAP_5620;IAP_7638;AZD5582,SART3,False,Spliceosome
Q15029,SB590885;Dabrafenib;PLX-4720;Savolitinib,EFTUD2,False,Spliceosome
Q15050,SB590885;Afatinib,RRS1,False,Ribosome biogenesis
Q15056,Afatinib;Savolitinib;AZD5582,EIF4H,False,Messenger RNA biogenesis
Q15061,SB590885;Afatinib,WDR43,False,Ribosome biogenesis
Q15075,SB590885;LIMK1 inhibitor BMS4;Dabrafenib;PLX-4720,EEA1,False,Membrane trafficking
Q15102,Afatinib;TGX221;PLK4_0066;Venetoclax;IAP_7638,PAFAH1B3,False,Enzymes
Q15121,GDC-0879;Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885;LIMK1 inhibitor BMS4,PEA15,False,none
Q15165,Dabrafenib;PLX-4720,PON2,False,Exosome
Q15181,IAP_5620;TGX221;IAP_7638;AZD5582,PPA1,False,Enzymes
Q15185,Afatinib;IAP_5620;AZD5582;IAP_7638;Crizotinib,PTGES3,False,Enzymes
Q15233,WEHI-539;Venetoclax,NONO,False,Spliceosome
Q15287,SB590885;GDC-0879;Dabrafenib;PLX-4720,RNPS1,False,Messenger RNA biogenesis
Q15291,Imatinib;KIT_6754,RBBP5,False,Chromosome and associated proteins
Q15293,Pemetrexed,RCN1,False,Domain-containing proteins not elsewhere classified
Q15345,AZD5582,LRRC41,False,Ubiquitin system
Q15365,Afatinib;IAP_5620;AZD5582;SB590885;IAP_7638;Crizotinib,PCBP1,False,Messenger RNA biogenesis
Q15369,Afatinib;AZD5582;Savolitinib;PLX-4720;Dabrafenib;SB590885,ELOC,False,Ubiquitin system
Q15370,Afatinib;AZD5582;PLX-4720;Dabrafenib;SB590885,ELOB,False,Ubiquitin system
Q15382,Afatinib;Dabrafenib;PLX-4720,RHEB,False,GTP-binding proteins
Q15386,Dabrafenib;Venetoclax;AZD5582,UBE3C,False,Ubiquitin system
Q15388,Afatinib;Dabrafenib;PF-06747775,TOMM20,False,Mitochondrial biogenesis
Q15393,SB590885;Dabrafenib;PLX-4720;Savolitinib,SF3B3,False,Transcription machinery
Q15404,Afatinib;Axitinib;TGX221;PF-06747775;GSK429286A,RSU1,False,none
Q15417,GSK429286A;Afatinib;PF-06747775;Crizotinib,CNN3,False,none
Q15424,Dabrafenib;TGX221,SAFB,False,Spliceosome
Q15427,Savolitinib,SF3B4,False,Spliceosome
Q15428,AC220,SF3A2,False,Spliceosome
Q15435,AZD5582,PPP1R7,False,Protein phosphatases and associated proteins
Q15436,Afatinib;PD173074;PF-06747775;AZD4547;GSK429286A,SEC23A,False,Membrane trafficking
Q15437,IAP_7638;AZD5582,SEC23B,False,Membrane trafficking
Q15554,Dabrafenib;Venetoclax;PLX-4720,TERF2,False,DNA replication proteins
Q15631,Afatinib;Venetoclax;IAP_7638,TSN,False,none
Q15646,AZD5582,OASL,False,none
Q15691,Afatinib;Savolitinib;IAP_7638;AZD5582,MAPRE1,False,Chromosome and associated proteins
Q15717,SB590885;GDC-0879;Dabrafenib,ELAVL1,False,Messenger RNA biogenesis
Q15738,AZD5582,NSDHL,False,Enzymes
Q15785,Afatinib;Savolitinib,TOMM34,False,Mitochondrial biogenesis
Q15814,Afatinib;Crizotinib,TBCC,False,Cytoskeleton proteins
Q15843,Crizotinib;Afatinib;IAP_7638;AZD5582,NEDD8,False,Ubiquitin system
Q15904,AZD5582;Crizotinib,ATP6AP1,False,none
Q15942,Afatinib;AZD5582;TGX221;Dabrafenib;PF-06747775;Linifanib;GSK429286A,ZYX,False,none
Q16186,Afatinib;AZD5582,ADRM1,False,Proteasome
Q16204,Afatinib;Savolitinib;PF-06747775;AZD5582,CCDC6,False,none
Q16222,Afatinib;PF-06747775,UAP1,False,Enzymes
Q16401,GSK269962A,PSMD5,False,Proteasome
Q16512,Afatinib,PKN1,False,Protein kinases
Q16513,Savolitinib,PKN2,False,Protein kinases
Q16540,SB590885;Afatinib,MRPL23,False,Ribosome
Q16555,Afatinib;Venetoclax;PF-06747775;AZD5582,DPYSL2,False,none
Q16566,WEHI-539,CAMK4,False,Protein kinases
Q16576,Savolitinib,RBBP7,False,Chromosome and associated proteins
Q16595,AC220,FXN,False,Mitochondrial biogenesis
Q16610,SB590885,ECM1,False,none
Q16629,Dabrafenib;PLX-4720;Savolitinib,SRSF7,False,Spliceosome
Q16630,IAP_5620;AZD5582;TGX221;AC220;IAP_7638;Crizotinib,CPSF6,False,Messenger RNA biogenesis
Q16643,AC220;Afatinib;PF-06747775;GSK429286A,DBN1,False,Cilium and associated proteins
Q16656,Afatinib;Venetoclax,NRF1,False,Mitochondrial biogenesis
Q16658,GSK429286A,FSCN1,False,Membrane trafficking
Q16718,WH-4-023;PD173074;WEHI-539;Ponatinib,NDUFA5,False,none
Q16740,SB590885;Ara-G,CLPP,False,Peptidases and inhibitors
Q16762,Afatinib;PF-06747775,TST,False,Enzymes
Q16763,Afatinib,UBE2S,False,Ubiquitin system
Q16775,SB590885;Afatinib;IAP_7638,HAGH,False,Enzymes
Q16795,SB590885;Savolitinib,NDUFA9,False,none
Q16798,Savolitinib,ME3,False,Enzymes
Q16822,Afatinib;Dabrafenib;PF-06747775,PCK2,False,Enzymes
Q16831,SB590885;GDC-0879;Dabrafenib;PLX-4720,UPP1,False,Enzymes
Q16836,PF-06747775;Dabrafenib;PLX-4720;GSK429286A,HADH,False,Enzymes
Q16850,GDC-0879,CYP51A1,False,Cytochrome P450
Q16851,Savolitinib;Dabrafenib;PLX-4720;Crizotinib,UGP2,False,Enzymes
Q27J81,Afatinib;PF-06747775,INF2,False,Cytoskeleton proteins
Q29RF7,Ara-G,PDS5A,False,Chromosome and associated proteins
Q2TAY7,SB590885;Dabrafenib;PLX-4720;Savolitinib,SMU1,False,Spliceosome
Q2TB10,SB590885;Dabrafenib;PLX-4720,ZNF800,False,none
Q2VPK5,AC220,CTU2,False,Transfer RNA biogenesis
Q32MZ4,AZD5582,LRRFIP1,False,Transcription factors
Q32P28,Afatinib;AZD5582;PD173074;TGX221;PLX-4720;Ponatinib;PF-06747775;AZD4547;A-1155463;GSK429286A,P3H1,False,Chaperones and folding catalysts
Q3KQU3,Afatinib;GSK429286A,MAP7D1,False,Chromosome and associated proteins
Q3KQV9,IAP_7638,UAP1L1,False,Enzymes
Q3ZCQ8,AC220;GDC-0879;Dabrafenib;PLX-4720,TIMM50,False,Mitochondrial biogenesis
Q49A26,Afatinib;PLX-4720;Savolitinib,GLYR1,False,none
Q49B96,Imatinib;Nilotinib,COX19,False,Mitochondrial biogenesis
Q4G0J3,Afatinib,LARP7,False,Transcription machinery
Q4G0N4,Afatinib,NADK2,False,Enzymes
Q4KWH8,WEHI-539,PLCH1,False,Membrane trafficking
Q4VXU2,Savolitinib,PABPC1L,False,none
Q52LJ0,Afatinib;Venetoclax,FAM98B,False,Transfer RNA biogenesis
Q53EL6,IAP_7638,PDCD4,False,none
Q53F19,Dabrafenib,NCBP3,False,none
Q53GA4,Afatinib,PHLDA2,False,Domain-containing proteins not elsewhere classified
Q53H12,SB590885;Dabrafenib;PLX-4720,AGK,False,Enzymes
Q53H82,Afatinib;PF-06747775,LACTB2,False,Mitochondrial biogenesis
Q53T59,GDC-0879;Dabrafenib,HS1BP3,False,Domain-containing proteins not elsewhere classified
Q562R1,SB590885;TGX221,ACTBL2,False,none
Q5HYI8,Afatinib;PF-06747775,RABL3,False,GTP-binding proteins
Q5J8M3,Crizotinib,EMC4,False,Membrane trafficking
Q5JTD0,Savolitinib;Crizotinib,TJAP1,False,none
Q5JTH9,Afatinib,RRP12,False,Ribosome biogenesis
Q5JTJ3,PF-06747775,COA6,False,Mitochondrial biogenesis
Q5JTV8,Afatinib;IAP_7638;Venetoclax;AZD5582,TOR1AIP1,False,Chaperones and folding catalysts
Q5JTZ9,AZD5582,AARS2,False,Amino acid related enzymes
Q5M775,SB590885;Afatinib;WEHI-539,SPECC1,False,Cytoskeleton proteins
Q5RKV6,Dabrafenib,EXOSC6,False,Messenger RNA biogenesis
Q5SNT2,Afatinib,TMEM201,False,none
Q5SRE5,Dabrafenib;AZD5582;Savolitinib,NUP188,False,Messenger RNA biogenesis
Q5ST30,CAY10566;Lapatinib,VARS2,False,Amino acid related enzymes
Q5SW79,Afatinib;PLX-4720;Dabrafenib;PF-06747775;SB590885,CEP170,False,Chromosome and associated proteins
Q5SWX8,Afatinib,ODR4,False,none
Q5SY16,Savolitinib,NOL9,False,Ribosome biogenesis
Q5T0W9,Savolitinib,FAM83B,False,Domain-containing proteins not elsewhere classified
Q5T1C6,PLX-4720,THEM4,False,Enzymes
Q5T1S7,AZD5582,PPP6C,False,none
Q5T280,Afatinib,SPOUT1,False,Chromosome and associated proteins
Q5T5H1,WH-4-023;TGX221,ENSA,False,none
Q5T653,SB590885;Afatinib;Savolitinib,MRPL2,False,Ribosome
Q5T6F2,Savolitinib,UBAP2,False,Ubiquitin system
Q5T9A4,Afatinib;PF-06747775,ATAD3B,False,Mitochondrial biogenesis
Q5TBB1,Ara-G,RNASEH2B,False,DNA replication proteins
Q5TC12,Savolitinib,ATPAF1,False,Mitochondrial biogenesis
Q5TCU3,TGX221;GSK429286A,TPM2,False,none
Q5TDH0,SB590885;Savolitinib;GSK429286A,DDI2,False,Proteasome
Q5TGY3,Savolitinib,AHDC1,False,Chromosome and associated proteins
Q5VV42,AZD5582,CDKAL1,False,Transfer RNA biogenesis
Q63ZY3,Venetoclax,KANK2,False,DNA repair and recombination proteins
Q658Y4,Dabrafenib,FAM91A1,False,none
Q6DD87,Afatinib;AZD5582,ZNF787,False,none
Q6DD88,IAP_5620;AZD5582;TGX221;Venetoclax;SB590885;IAP_7638,ATL3,False,Membrane trafficking
Q6DKI1,IAP_7638,RPL7L1,False,none
Q6DN90,Savolitinib,IQSEC1,False,Membrane trafficking
Q6FI81,Afatinib;Savolitinib,CIAPIN1,False,none
Q6IAN0,Afatinib;PF-06747775,DHRS7B,False,Enzymes
Q6IBS0,Afatinib;AZD5582;PLX-4720;Dabrafenib;PF-06747775;SB590885,TWF2,False,Cilium and associated proteins
Q6IBW4,PD173074,NCAPH2,False,Chromosome and associated proteins
Q6IN85,AC220,PPP4R3A,False,Protein phosphatases and associated proteins
Q6IQ23,AZD5582,PLEKHA7,False,Domain-containing proteins not elsewhere classified
Q6KC79,AC220;PLX-4720;Dabrafenib;SB590885,NIPBL,False,Chromosome and associated proteins
Q6L8Q7,Afatinib;Dabrafenib,PDE12,False,Messenger RNA biogenesis
Q6NUK1,SB590885;Afatinib;Venetoclax;KIT_5808,SLC25A24,False,Transporters
Q6NUM9,Dabrafenib;PLX-4720,RETSAT,False,Enzymes
Q6NVY1,PF-06747775,HIBCH,False,Enzymes
Q6NW29,Savolitinib,RWDD4,False,none
Q6NZI2,Venetoclax,CAVIN1,False,Transcription machinery
Q6P179,CAY10566,ERAP2,False,Peptidases and inhibitors
Q6P1L8,Afatinib,MRPL14,False,Ribosome
Q6P1M0,Afatinib;PF-06747775,SLC27A4,False,Lipid biosynthesis proteins
Q6P1M3,IAP_7638,LLGL2,False,Membrane trafficking
Q6P1N0,IAP_7638;AZD5582,CC2D1A,False,Exosome
Q6P2E9,AZD5582,EDC4,False,Messenger RNA biogenesis
Q6P2Q9,SB590885;Dabrafenib;Savolitinib,PRPF8,False,Spliceosome
Q6PCB7,AZD5582,SLC27A1,False,Lipid biosynthesis proteins
Q6PD62,Savolitinib,CTR9,False,Transcription machinery
Q6PD74,Savolitinib,AAGAB,False,Membrane trafficking
Q6PGP7,Dabrafenib,TTC37,False,Messenger RNA biogenesis
Q6PI48,Afatinib;Savolitinib,DARS2,False,Amino acid related enzymes
Q6PIU2,Afatinib;AZD5582;Venetoclax;SB590885;TL-2-105;IAP_7638,NCEH1,False,Peptidases and inhibitors
Q6PJG6,AZD5582,BRAT1,False,DNA repair and recombination proteins
Q6PKG0,Afatinib;PF-06747775;AZD5582,LARP1,False,Messenger RNA biogenesis
Q6PL18,Dabrafenib;PLX-4720;Ara-G,ATAD2,False,Enzymes
Q6RFH5,SB590885;PLX-4720,WDR74,False,Ribosome biogenesis
Q6SPF0,Dabrafenib;Venetoclax,SAMD1,False,Chromosome and associated proteins
Q6SZW1,Pemetrexed,SARM1,False,none
Q6UB35,Savolitinib,MTHFD1L,False,Enzymes
